Item Key,Assessment Key,Session,Session Sort,Type,Assessment Number,Item Number,PDF Question ID,CSV Question ID,ID Match,Correct Answer,Max Points,PDF Difficulty,Point-Biserial,Student N,Observed Facility,Observed-PDF Delta,Discrimination Flag,Difficulty Band,Review Priority,Stem / Scenario,Options / Response Set,Rationale,All Categories,Bloom,BSN Essential,Clinical Judgment,Concept,NCLEX Client Need,Nursing Process,QSEN,Question Type,Sphere of Care,Mental Health Topic,Source PDF
2026-05-E2-Q07,2026-05-E2,May 2026,2026-05,Exam,2,7,104315,104315,Match,"[ A,B | A | A,B ]",2.5,0.41,0.19,11,0.8545454545454545,0.4445454545454545,Low,Difficult,Review,"Client Profile Nurse's Note Name: Susan Hamby Provider: T. Phomm, MD Code Status: Full code Allergies: PCN Age: 34 years Weight: 69 kg (152 lbs) Client Profile Nurse's Note Client's husband recently passed away in a motor vehicle accident. Reports difficulty coping with the loss and managing life without her spouse. During the assessment, the client becomes visibly 12/22/XX frustrated and exclaims, ""No one understands what I am going through! My husband died and left me 1115 with three children to raise on my own. Can I just get a prescription for something to knock me out? I need to go."" Review the electronic health record. Complete the diagram by dragging from the choices below to specify which stage of grieving the client is most likely experiencing, two actions the nurse should take to address that condition, and two parameters the nurse should monitor to assess the client’s progress. 1. Assess for evidence of self-harm. 3. Anger 4. Anxiety level 2. Encourage the client to begin 5. Feelings of hostility journaling. Action To Take Potential Condition Parameter to Monitor A.Assess for evidence of self-harm. A.Anger A.Anxiety level B.Encourage the client to begin B.Denial B.Feelings of hostility journaling. C.Bargaining C.Frequency of smiling C.Tell the client, “It will get better D.Acceptance D.""If only I had. . ."" statements with time.” E.Changes in weight D.State, ""I think you're overreacting a little."" E.Encourage the client to remember the happy times.",,"CORRECT: With anger, the client expresses rage and hostility and adopts a “no one understands” attitude. Feelings associated with this stage include sadness, guilt, blame, and helplessness. The anxiety level may be elevated, and the individual may experience confusion and a decreased ability to function. Rage, pessimism, frustration, and impatience are common. During the anger stage, clients may neglect personal hygiene, turn to illicit drugs, and self-harm. Journaling helps clients reflect on their feelings and is therapeutic in the healing process. INCORRECT: With denial, the client may deny the reality of a diagnosis or repress what has been discussed. The client tends to stay busy all of the time to ignore the reality of their feelings. With bargaining, the client tries to barter for more time. Many clients put their personal affairs in order, make wills, and fulfill last wishes during this time. For example, “If I can just make it to my daughter’s wedding, I’ll be satisfied.” They also may ask things like, “What if I would have been driving and not my husband?” When the stage of acceptance is reached, the client achieves tranquility. The client has accepted the reality of their situation and shows evidence of coping and adaptation. Anxiety decreases and the methods for coping with the loss have been established. The person may become very quiet and withdrawn. Or they may exhibit feelings of meaning and seek out a new purpose in life. The client reflects on happy times prior to experiencing the loss. The nurse should never tell the client they “understand the feelings” as each person’s experiences are unique. This also dismisses the client’s immediate feelings and doesn't open up therapeutic communication. Although time does help certain situations, telling a client things will get better is not therapeutic. ""I think you're overreacting. . "" is invalidating and judgmental. It can escalate the client's frustration and damage the therapeutic relationship. While sleep patterns can reflect overall well-being, they don’t specifically indicate progress through the anger stage of grief.","PreL Bloom's Taxonomy, PreL Evaluate, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Stress and Coping, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Evaluation, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL BowTie, PreL Spheres of Care, PreL Wellness.Disease Prevention, PreL Topics Mental Health, Bereavement",PreL Evaluate,PreL Domain 2: Person-Centered Care,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),PreL Evaluation,PreL QSEN Patient-Centered Care,PreL BowTie,PreL Wellness.Disease Prevention,Bereavement,N326 Exam 2 May 2026.pdf
2026-05-E2-Q08,2026-05-E2,May 2026,2026-05,Exam,2,8,91081,91081,Match,A,2.5,0.43,0.58,11,0.5454545454545454,0.11545454545454542,Acceptable,Difficult,Review,An adult client presents alone to the healthcare provider's (HCP) office for their annual physical exam. The nurse completes routine screenings and determines that abuse is occurring in the client's home. What action should the nurse do first?,A. Provide a secure setting in the office and access to a private phone. B. Notify law enforcement as a mandated reporter. C. Document the client's screening and statements in their chart. D. Provide community resources to the client.,"CORRECT: After assessment is completed and abuse is evident, the nurse should offer the adult survivor use of the telephone. This may be the only time that the survivor can make calls in private to family, who might offer support, or to the police, lawyers, or shelters. INCORRECT: While documentation is essential, ensuring the client's safety is the first step before these actions. Community resources are not the priority at the beginning of the appointment; and adult survivors are not subjected to mandated reporting.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 5: Quality and Safety, PreL Concepts, PreL Interpersonal Violence, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Safety and Infection Control (SIC), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Safety, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Interpersonal Violence",PreL Apply.Analyze,PreL Domain 5: Quality and Safety,,PreL Interpersonal Violence,PreL Safety and Infection Control (SIC),PreL Implementation.Intervention,PreL QSEN Safety,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Interpersonal Violence,N326 Exam 2 May 2026.pdf
2026-05-E2-Q09,2026-05-E2,May 2026,2026-05,Exam,2,9,113986,113986,Match,A,2.5,0.93,0.27,11,0.9090909090909091,-0.020909090909090988,Acceptable,Very easy,Review,A nurse is educating a client about the risks of human trafficking. Which statement by the client indicates a need for further teaching?,"A. ""Trafficking always involves moving victims across borders."" B. ""Trafficking can happen to individuals of any background."" C. ""Traffickers control their victims through manipulation."" D. ""Traffickers often use promises of employment to lure victims.""","Human trafficking can affect individuals of any age, gender, or nationality.","PreL Bloom's Taxonomy, PreL Remember.Understand, PreL BSN Essentials, PreL Domain 2: Person- Centered Care, PreL Concepts, PreL Interpersonal Violence, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Human Trafficking",PreL Remember.Understand,PreL Domain 2: Person- Centered Care,,PreL Interpersonal Violence,PreL Psychosocial Integrity (PI),,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Human Trafficking,N326 Exam 2 May 2026.pdf
2026-05-E2-Q10,2026-05-E2,May 2026,2026-05,Exam,2,10,119645,119645,Match,A,2.5,0.65,0.34,11,0.6363636363636364,-0.013636363636363669,Acceptable,Moderate,OK,"A nurse is caring for a client in an emergency shelter. The client states, ""We always moved. They will not let me go to school or have any friends. I had to escape."" Which behavior aligns with the client's statement?",A. Isolation B. Blaming C. Minimizing D. Intimidation,"CORRECT: The client’s statement — ""We always moved. They will not let me go to school or have any friends. I had to escape."" — reflects a pattern of social withdrawal and lack of stable relationships, which aligns most closely with isolation. This behavior is often seen in individuals who have experienced trauma, abuse, or neglect, especially in unstable or controlling environments. INCORRECT: Blaming – Involves assigning fault to others, which is not evident in the client’s statement. Minimizing – Would involve downplaying the seriousness of the situation, but the client is clearly expressing distress. Intimidation – Refers to threatening or coercive behavior, which is not described here.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Interpersonal Violence, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Analysis.Diagnosis, PreL QSEN, PreL QSEN Safety, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Human Trafficking",PreL Apply.Analyze,PreL Domain 1: Knowledge for Nursing Practice,,PreL Interpersonal Violence,PreL Psychosocial Integrity (PI),PreL Analysis.Diagnosis,PreL QSEN Safety,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Human Trafficking,N326 Exam 2 May 2026.pdf
2026-05-E2-Q11,2026-05-E2,May 2026,2026-05,Exam,2,11,135754,135754,Match,"A,B,C,D",2.5,0.48,0.27,11,0.8181818181818182,0.33818181818181825,Acceptable,Difficult,Review,The nurse is caring for a client with multiple bruises in various stages of healing who becomes visibly distressed when asked about their home environment. Which action(s) should the nurse include in the documentation of care for this client? Select all that apply.,A. Follow facility protocol for screening and documentation. B. Use objective language to describe observed behaviors. C. Include photographs of bruised sites with the client's permission. D. Record the client’s statements using direct quotes when possible. E. Document only injuries that can be visually confirmed.,"CORRECT: Documentation of care, to include physical findings; use a preprinted body map and ask permission to take photographs . Objective language supports clarity and professionalism. Direct quotes preserve the client’s voice and reduce interpretation bias. Following protocol ensures consistency and legal compliance. INCORRECT: All relevant findings should be documented, not just visible injuries.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 9: Professionalism, PreL Concepts, PreL Interpersonal Violence, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Planning, PreL QSEN, PreL QSEN Teamwork and Collaboration, PreL Question Types, PreL Select All That Apply (Traditional and NGN), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Intimate Partner Violence And Sexual Assault",PreL Apply.Analyze,PreL Domain 9: Professionalism,,PreL Interpersonal Violence,PreL Psychosocial Integrity (PI),PreL Planning,PreL QSEN Teamwork and Collaboration,PreL Select All That Apply (Traditional and NGN),PreL Regenerative.Restorative Care,Intimate Partner Violence And Sexual Assault,N326 Exam 2 May 2026.pdf
2026-05-E2-Q12,2026-05-E2,May 2026,2026-05,Exam,2,12,137093,137093,Match,A,2.5,0.96,0.05,11,1,0.040000000000000036,Very low,Very easy,High,"Nurse's Note Date/Time Nurse's Note Client presents requesting sexually transmitted infection (STI) testing and treatment. Reports multiple prior visits for similar concerns. States, “I just want to make sure I’m okay.” Appears anxious and 07/22/XX avoids eye contact when discussing sexual history. States they are “not allowed” to insist on condom 1945 use with their partner. Vitals stable. No visible physical injuries. Client appears guarded and hypervigilant. History reveals 4 emergency room visits in the past 3 months for STI-related concerns. Review the electronic health record. What action should the nurse prioritize?",A. Screen the client for intimate partner violence (IPV). B. Inform the client that refusal to use condoms is a form of abuse. C. Document the client’s sexual history and proceed with testing. D. Provide education on STI prevention and condom use.,"CORRECT: Best practice in nursing care emphasizes safety first—screening for IPV ensures the client’s physical and emotional well-being is addressed before proceeding with other interventions. The client appears anxious, guarded, and hypervigilant, and has had multiple ED visits for STI-related concerns, suggesting a pattern that may be linked to IPV. INCORRECT: While the client's statement about not being “allowed” to insist on condom use is concerning and may indicate coercion, labeling it as abuse without first conducting a proper IPV screening could be premature and potentially harmful. Although documentation and testing are important clinical tasks, they do not address the underlying safety concerns. Education is essential, but in this case, the client has indicated limited autonomy in sexual decision-making. Providing education without addressing the potential for IPV may be ineffective or even retraumatizing.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Interpersonal Violence, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Management of Care (MC), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Wellness.Disease Prevention, PreL Topics Mental Health, Interpersonal Violence",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Interpersonal Violence,PreL Management of Care (MC),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Wellness.Disease Prevention,Interpersonal Violence,N326 Exam 2 May 2026.pdf
2026-05-E2-Q13,2026-05-E2,May 2026,2026-05,Exam,2,13,112981,112981,Match,A,2.5,0.46,0.24,11,0.45454545454545453,-0.00545454545454549,Acceptable,Difficult,Review,A nurse is caring for a client with a mild neurocognitive disorder. Which priority short-term goal should the nurse establish for this client?,A. Client will use the call light to request assistance. B. Client will remain calm with minimal agitation. C. Client will experience fewer episodes of confusion. D. Client will engage in activities with other clients.,"~Rationale: Short-term goals include those that can be reached before other goals. The appropriate short-term goal is for the client to call for assistance when getting out of bed to avoid falls. Remaining calm, fewer episodes of confusion, and increased communication skills will be more long-term goals for this client. Clinical Tip: Falls occur in high rates among clients who are confused or those who wander. Sub-Topic: Safety goals","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Safety, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Safety and Infection Control (SIC), PreL Nursing Process, PreL Analysis.Diagnosis, PreL QSEN, PreL QSEN Safety, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Chronic Disease Management, PreL Topics Mental Health, Alterations Of Cognition",PreL Apply.Analyze,PreL Domain 1: Knowledge for Nursing Practice,,PreL Safety,PreL Safety and Infection Control (SIC),PreL Analysis.Diagnosis,PreL QSEN Safety,PreL Multiple Choice (Traditional and Extended),PreL Chronic Disease Management,Alterations Of Cognition,N326 Exam 2 May 2026.pdf
2026-05-E2-Q14,2026-05-E2,May 2026,2026-05,Exam,2,14,119485,119485,Match,"A,B",2.5,0.24,0.04,11,0.6818181818181818,0.4418181818181818,Very low,Difficult,High,The nurse is caring for a client with delirium. Which assessment finding(s) should the nurse anticipate? Select all that apply.,A. The client is attempting to remove their IV line. B. The client's family states symptoms developed rapidly. C. The client has a stable mood with appropriate affect. D. The client demonstrates a normal sleep pattern. E. The client is forgetful and has difficulty counting.,"CORRECT: Dementia has a slow onset, whereas delirium is a disturbance in consciousness that develops rapidly over a short period of time. Often, the person with delirium may experience hallucinations or illusions. INCORRECT: Mood and affect in delirium are often labile or inappropriate. Individuals with dementia are forgetful and have difficulty counting.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Cognition, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Assessment, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Select All That Apply (Traditional and NGN), PreL Retired FCU Item, PreL Retired FCU Item, PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Alterations Of Cognition",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Cognition,PreL Psychosocial Integrity (PI),PreL Assessment,PreL QSEN Patient-Centered Care,PreL Select All That Apply (Traditional and NGN),PreL Regenerative.Restorative Care,Alterations Of Cognition,N326 Exam 2 May 2026.pdf
2026-05-E2-Q15,2026-05-E2,May 2026,2026-05,Exam,2,15,136932,136932,Match,A,2.5,0.88,0.13,11,0.8181818181818182,-0.06181818181818177,Low,Moderate,Review,The nurse is caring for four older adult clients on a geriatric psychiatric unit. Which client should the nurse see first?,A. A 78-year-old client with anxiety who is hyperventilating and reports chest tightness. B. A 74-year-old client with schizophrenia who is refusing medications. C. A 72-year-old client with depression who refused breakfast and is sitting quietly in bed. D. A 76-year-old client with dementia who is wandering into other clients’ rooms.,CORRECT: Chest tightness and hyperventilation may indicate a panic attack or cardiac event and require immediate assessment. INCORRECT: Medication refusal is important but not immediately life-threatening. Wandering is concerning but not immediately life-threatening unless paired with aggression or elopement. Refusing meals and social withdrawal are concerning in depression but not immediately life-threatening.,"PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Safety, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Management of Care (MC), PreL Nursing Process, PreL Analysis.Diagnosis, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Altered Mental Health in Older Adults",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Safety,PreL Management of Care (MC),PreL Analysis.Diagnosis,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Altered Mental Health in Older Adults,N326 Exam 2 May 2026.pdf
2026-05-E2-Q16,2026-05-E2,May 2026,2026-05,Exam,2,16,64013,64013,Match,"A,B,C,D,E",2.5,0.51,0.37,11,0.8909090909090909,0.38090909090909086,Acceptable,Difficult,Review,"A teenage client presents to the school nurse several times over the past month with vague somatic complaints and requests to rest. The nurse suspects the client may be experiencing depression. To further assess this concern, which interview questions should the nurse ask? Select all that apply.",A. “Have you lost interest or pleasure in activities you used to enjoy?” B. “Have you had thoughts about harming yourself or ending your life?” C. “Have you noticed changes in your appetite or weight?” D. “Do you have difficulty falling asleep or staying asleep?” E. “Have you had trouble concentrating on schoolwork or daily tasks?”,"CORRECT: Depression in adolescents commonly presents with changes in mood, behavior, physical functioning, and cognition, and may be expressed through somatic complaints and frequent visits to the school nurse. Loss of interest in previously enjoyed activities, sleep disturbances, appetite or weight changes, difficulty concentrating, and thoughts of self-harm or suicide are all core symptoms of depressive disorders and should be directly assessed when depression is suspected. Asking targeted, developmentally appropriate questions about these areas allows the nurse to identify the presence and severity of depressive symptoms and determine the need for further evaluation or referral.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Mood and Affect, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Select All That Apply (Traditional and NGN), PreL Spheres of Care, PreL Wellness.Disease Prevention, PreL Topics Mental Health, Altered Mental Health in Children And Adolescents",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Mood and Affect,PreL Psychosocial Integrity (PI),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Select All That Apply (Traditional and NGN),PreL Wellness.Disease Prevention,Altered Mental Health in Children And Adolescents,N326 Exam 2 May 2026.pdf
2026-05-E2-Q17,2026-05-E2,May 2026,2026-05,Exam,2,17,74981,74981,Match,D,2.5,0.86,0.17,11,0.9090909090909091,0.049090909090909074,Low,Moderate,Review,Which is a clinical manifestation of acute stress?,A. Slurred speech B. Hypotension C. Gastric ulcers D. Headaches,Headaches are a manifestation of acute stress. Risk for stroke and gastric ulcers are manifestations of prolonged stress. Hypertension (not hypo) is a manifestation of stress.,"PreL Bloom's Taxonomy, PreL Remember.Understand, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Stress and Coping, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Altered Stress Response",PreL Remember.Understand,PreL Domain 1: Knowledge for Nursing Practice,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),,,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Altered Stress Response,N326 Exam 2 May 2026.pdf
2026-05-E2-Q18,2026-05-E2,May 2026,2026-05,Exam,2,18,104048,104048,Match,A,2.5,0.69,0.2,11,0.5454545454545454,-0.14454545454545453,Acceptable,Moderate,OK,"A nurse is working with a client who is experiencing irritability and insomnia due to significant stress from a recent job loss. The client frequently says, ""I'm not worried about it at all; I'll be fine"". The nurse recognizes the client is using which defense mechanism?",A. Denial B. Projection C. Repression D. Rationalization,"CORRECT: Denial is a defense mechanism in which the individual refuses to acknowledge or accept the reality of a stressful or uncomfortable situation, as seen in the client’s statement of “I’ll be fine” despite clear signs of distress. INCORRECT: Repression involves unconscious suppression of thoughts or feelings, but the client is still vocalizing a belief in their well-being, making repression less applicable. Projection would involve the client attributing their own stress to others, which is not the case here. Rationalization would involve making logical excuses or justifications for the situation, but the client is denying the stressor entirely rather than rationalizing it.","PreL Bloom's Taxonomy, PreL Remember.Understand, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Stress and Coping, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Altered Stress Response",PreL Remember.Understand,PreL Domain 1: Knowledge for Nursing Practice,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),,,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Altered Stress Response,N326 Exam 2 May 2026.pdf
2026-05-E2-Q19,2026-05-E2,May 2026,2026-05,Exam,2,19,84270,84270,Match,A,2.5,0.84,0.17,11,0.9090909090909091,0.06909090909090909,Low,Moderate,Review,A nurse has been assigned four clients diagnosed with anxiety-related disorders. Which client should the nurse recognize as demonstrating symptoms of generalized anxiety disorder?,"A. A 22-year-old client who experiences excessive worry, difficulty sleeping, and procrastination in decision- making. B. A 30-year-old client who experiences unpredictable episodes that include physical symptoms and fear of dying. C. A 15-year-old client who experiences an excessive concern about perceived defects in their body. D. A 28-year-old client who experiences irrational fear of and avoids situations where help may not be available.","Generalized anxiety disorder (GAD) is characterized by persistent, unrealistic, and excessive anxiety and worry. Anxiety and worry often result in procrastination in behavior or decision making, and the individual repeatedly seeks reassurance from others. Panic disorder is known for recurrent panic attacks, episodes where the client experiences both emotional and physical symptoms. The onset is incredibly sudden and unpredictable. Manifestations include apprehension, fear or terror, a sense of impending doom, where clients often fear dying. Body dysmorphic disorder is characterized by the exaggerated belief that the body is deformed or defective in some specific way. Agoraphobia is the fear of being in open public places, but more specifically, is defined as the fear of being vulnerable and unable to get help or escape the setting. The agoraphobic situations are actively avoided, require the presence of a companion, or are endured with intense fear or anxiety.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Anxiety, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Analysis.Diagnosis, PreL QSEN, PreL QSEN Evidence Based Practice, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Anxiety",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Anxiety,PreL Psychosocial Integrity (PI),PreL Analysis.Diagnosis,PreL QSEN Evidence Based Practice,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Anxiety,N326 Exam 2 May 2026.pdf
2026-05-E2-Q20,2026-05-E2,May 2026,2026-05,Exam,2,20,90948,90948,Match,"A,B",2.5,0.89,0.19,11,0.9090909090909091,0.019090909090909047,Low,Moderate,Review,"An emergency room nurse is caring for a survivor of a recent sexual assault, who is exhibiting clinical manifestations of severe anxiety. What 2 initial actions should the nurse take to reduce the client's current anxiety? Select two actions.",A. Use simple words and brief messages with client. B. Dim the lights and reduce the volume in the room. C. Teach about mindfulness to be used at home. D. Utilize therapeutic touch to convey support. E. Ask detailed questions to complete charting.,"CORRECT: This client is experiencing severe anxiety as a result of a sexual assault. Staying with the client and demonstrating calm is imperative for this client, as well as reducing the stimuli in the room. This could include dimming the lights, closing the door, turning down noises etc. Allowing the client to be involved in decision- making is empowering. In an intensely anxious situation, patients are unable to comprehend anything but the most elemental communication. Use simple words and brief messages, spoken calmly and clearly, to explain hospital experiences. INCORRECT: Teaching stress reduction techniques at home is not appropriate. Teaching would not be well received right now, as learning cannot occur during the panic attack. Asking detailed questions should be reserved for a later time when the client is more stable and receptive. Finally, it would not be appropriate to touch the client without consent, but especially in light of the recent traumatic event.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Anxiety, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Planning, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Select N, PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Anxiety",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Anxiety,PreL Psychosocial Integrity (PI),PreL Planning,PreL QSEN Patient-Centered Care,PreL Select N,PreL Regenerative.Restorative Care,Anxiety,N326 Exam 2 May 2026.pdf
2026-05-E2-Q21,2026-05-E2,May 2026,2026-05,Exam,2,21,90949,90949,Match,D,2.5,0.63,0.23,11,0.6363636363636364,0.006363636363636349,Acceptable,Moderate,OK,A nurse in a mental health unit is educating a client with agoraphobia. Which client statement indicates a need for further education?,"A. ""Agoraphobia causes me to avoid using elevators."" B. ""Agoraphobic situations are improved with a companion."" C. ""Agoraphobia causes me to avoid driving over bridges."" D. ""Agoraphobic situations are improved by performing rituals.""","Answer Rationale: The individual fears situations because of thoughts that escape might be difficult or help might not be available in the event of panic-like symptoms or other incapacitating or embarrassing symptoms (e.g., fear of falling in the elderly, fear of incontinence). Marked fear or anxiety about two (or more) of the following five situations: 1. Using public transportation (e.g., automobiles, buses, trains, ships, planes) 2. Being in open spaces (e.g., parking lots, marketplaces, bridges) 3. Being in enclosed places (e.g., shops, theaters, cinemas) 4. Standing in line or being in a crowd 5. Being outside of the home alone The agoraphobic situations are actively avoided, require the presence of a companion, or are endured with intense fear or anxiety.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Anxiety, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Evaluation, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Wellness.Disease Prevention, PreL Topics Mental Health, Anxiety",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Anxiety,PreL Psychosocial Integrity (PI),PreL Evaluation,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Wellness.Disease Prevention,Anxiety,N326 Exam 2 May 2026.pdf
